followers,likes,comments,post_type,day_of_week,time_of_day,hashtags_count,reach
8171,562,70,image,Tuesday,10,11,3020.3057028133103
4424,809,5,image,Tuesday,10,13,2378.1552709769685
21980,146,31,image,Tuesday,10,20,12277.067444006092
21357,91,73,image,Tuesday,10,1,11011.40621173646
5974,735,144,image,Tuesday,10,4,3295.400224596155
11168,1336,155,image,Tuesday,10,13,7250.495263153738
2582,940,21,image,Tuesday,10,20,1600.706356550138
16206,1763,54,image,Tuesday,10,5,8982.569651304922
10825,1819,189,image,Tuesday,10,8,6327.81931261447
11092,1289,49,image,Tuesday,10,15,6502.869020643045
8209,150,51,image,Tuesday,10,9,2874.2781333143853
19701,1414,104,image,Tuesday,10,16,10201.243521030243
13964,1794,134,image,Tuesday,10,4,6640.6703836567995
17776,1940,45,image,Tuesday,10,15,8969.216044922985
19222,824,153,image,Tuesday,10,8,7006.370829889129
7405,1656,110,image,Tuesday,10,18,2611.455237904317
21879,1342,23,image,Tuesday,10,5,12252.143966034562
19296,1071,20,image,Tuesday,10,18,6540.798869688306
19917,1188,100,image,Tuesday,10,17,13721.000232097354
24556,673,37,image,Tuesday,10,9,10103.242059972015
15962,1743,105,image,Tuesday,10,13,8898.240163712862
14204,1440,119,image,Tuesday,10,4,9149.872821633739
13695,153,66,image,Tuesday,10,1,5045.255721602983
13074,1338,6,image,Tuesday,10,9,3924.140787314198
23354,326,44,image,Tuesday,10,15,7422.845819297649
24977,1904,3,image,Tuesday,10,15,16712.698329057475
2858,1488,5,image,Tuesday,10,20,1010.0560010730657
10233,93,200,image,Tuesday,10,7,6281.6163104864945
10292,1376,108,image,Tuesday,10,5,6190.76433014745
23057,1233,11,image,Tuesday,10,16,7193.376287524287
22191,1091,75,image,Tuesday,10,16,7475.207645027647
5100,368,14,image,Tuesday,10,1,2428.3513134632417
7438,1212,86,image,Tuesday,10,6,3739.869447994421
5065,312,54,image,Tuesday,10,7,2827.957158472499
17292,1379,47,image,Tuesday,10,4,9477.990756452937
17484,1973,109,image,Tuesday,10,14,5953.529801952248
4941,1758,109,image,Tuesday,10,15,2403.6646938224053
12969,1788,6,image,Tuesday,10,1,7073.638964554235
8387,1412,101,image,Tuesday,10,1,2886.058472311517
2510,858,158,image,Tuesday,10,10,1211.7925212276248
11939,1124,80,image,Tuesday,10,12,4970.876161139397
7282,339,146,image,Tuesday,10,20,2922.2593290264185
2663,1735,55,image,Tuesday,10,11,1407.7813258676852
17565,1967,166,image,Tuesday,10,3,11474.480246863903
18934,1465,34,image,Tuesday,10,8,10728.811093618151
16240,90,140,image,Tuesday,10,1,10272.842659857271
10980,302,33,image,Tuesday,10,17,7485.19393831629
24934,514,181,image,Tuesday,10,17,15208.734465000647
16855,1555,138,image,Tuesday,10,12,10185.659718816532
8173,1519,43,image,Tuesday,10,6,5362.786882210274
17019,418,48,image,Tuesday,10,3,6049.593709694823
18827,797,7,image,Tuesday,10,1,7774.972008722385
11179,160,160,image,Tuesday,10,3,7355.952252804201
5705,1020,101,image,Tuesday,10,7,3366.9223932501363
16100,1247,55,image,Tuesday,10,11,4995.624711907592
11458,104,40,image,Tuesday,10,5,3978.73872862716
23797,1463,14,image,Tuesday,10,2,8958.102997292233
11753,516,34,image,Tuesday,10,14,4978.869906210879
12123,53,139,image,Tuesday,10,1,7283.564276104139
10952,771,10,image,Tuesday,10,20,7273.019817159378
4118,366,83,image,Tuesday,10,1,2030.6729211190573
9427,1089,164,image,Tuesday,10,18,5780.102658602489
16375,1557,9,image,Tuesday,10,9,10321.84600935182
9372,1766,29,image,Tuesday,10,9,3674.5576584551322
12922,385,73,image,Tuesday,10,2,8808.974055644014
21626,718,51,image,Tuesday,10,4,7549.957731459898
3722,1173,38,reel,Sunday,20,8,1993.4907611889812
11466,1939,1,reel,Sunday,20,16,6470.978202967774
4739,1736,176,reel,Sunday,20,9,2524.756841832779
18077,1114,33,reel,Sunday,20,19,7338.240638109315
24029,1587,45,reel,Sunday,20,12,16297.977554594943
6443,1055,142,reel,Sunday,20,13,3139.161916502158
6108,665,19,reel,Sunday,20,7,4144.610735930051
16866,1792,144,reel,Sunday,20,9,10587.547112249516
9814,1202,3,reel,Sunday,20,8,4325.224777836475
15733,1931,48,reel,Sunday,20,8,8512.084358458515
14992,1553,154,reel,Sunday,20,13,8355.085107162415
22384,1933,107,reel,Sunday,20,8,9949.627893441699
17435,332,109,reel,Sunday,20,8,10273.179377342693
8572,291,127,reel,Sunday,20,15,4145.068282594155
14061,646,176,reel,Sunday,20,5,7649.478783988098
17779,1720,78,reel,Sunday,20,7,10292.438421624945
8964,951,120,reel,Sunday,20,13,2740.236083358436
4780,1665,178,reel,Sunday,20,8,1804.8791991229402
21330,1704,117,reel,Sunday,20,3,6577.618460524132
16963,925,156,reel,Sunday,20,3,8984.741910397543
12241,418,119,reel,Sunday,20,7,5599.894778908621
20867,1031,108,reel,Sunday,20,13,7654.28753055496
20901,1300,111,reel,Sunday,20,17,8481.745506627072
8789,1408,178,reel,Sunday,20,17,3216.45569599102
15751,169,155,reel,Sunday,20,5,8643.571415449047
17974,610,18,reel,Sunday,20,17,7124.525935547805
3400,534,45,reel,Sunday,20,18,1635.7382361076557
8886,1249,33,reel,Sunday,20,1,5155.24288254668
3396,84,14,reel,Sunday,20,10,1908.6094923948842
22905,583,44,reel,Sunday,20,20,7212.5611766608745
21245,133,94,reel,Sunday,20,5,14450.769720211809
3358,599,102,reel,Sunday,20,12,2201.4981346972445
10917,587,111,reel,Sunday,20,1,7210.305536356844
22801,1277,119,reel,Sunday,20,20,11034.774117317747
8684,1010,178,reel,Sunday,20,15,4295.652216243612
6695,205,18,reel,Sunday,20,12,2154.156212895796
3888,1656,194,reel,Sunday,20,1,2699.821084520109
7810,768,79,reel,Sunday,20,1,3979.2639374584833
23551,1990,102,reel,Sunday,20,10,12533.20797485764
20770,349,143,reel,Sunday,20,9,10475.281931569092
24092,1789,59,reel,Sunday,20,13,7859.286274592959
5452,1647,190,reel,Sunday,20,14,2322.9108771980173
2446,1348,136,reel,Sunday,20,7,1407.0084404919523
20674,496,155,reel,Sunday,20,10,12575.701314232487
12662,381,188,reel,Sunday,20,18,5296.302112470984
19344,551,2,reel,Sunday,20,16,8321.43642619594
15428,1915,91,reel,Sunday,20,14,8362.537821023818
14838,684,184,reel,Sunday,20,5,8648.078615135239
14050,1179,5,reel,Sunday,20,6,6828.283721214123
10277,340,117,reel,Sunday,20,11,6730.029970064707
5725,1564,109,reel,Sunday,20,5,2139.107067303684
9922,343,176,reel,Sunday,20,7,5677.332970684569
8589,80,3,reel,Sunday,20,7,2986.365697934124
8049,1764,3,reel,Sunday,20,13,2762.575563831018
13363,869,16,reel,Sunday,20,16,4220.767187945731
11042,1357,100,reel,Sunday,20,16,4529.849284218845
23326,1060,169,reel,Sunday,20,9,11452.16510193756
24939,1497,36,reel,Sunday,20,4,14919.192423945467
23695,228,128,reel,Sunday,20,6,13517.659768660238
15410,1654,199,reel,Sunday,20,5,4768.377185807521
3167,1063,32,reel,Sunday,20,9,1322.0730602568071
9904,1033,192,reel,Sunday,20,2,4497.459996704471
10643,1685,158,reel,Sunday,20,18,4804.277355660108
22182,892,123,reel,Sunday,20,16,9772.244965132937
21267,248,85,reel,Sunday,20,3,11705.830356953897
6118,1027,113,reel,Sunday,20,8,2360.583826969268
4860,1355,12,reel,Sunday,20,3,2272.229723684383
3990,1955,74,reel,Sunday,20,18,1972.8951261127172
11867,1451,100,reel,Sunday,20,16,7323.300258282693
7559,1736,64,reel,Sunday,20,20,3533.0697152602283
12454,1139,138,reel,Sunday,20,12,6744.789180210095
6403,1803,190,reel,Sunday,20,16,2509.809038512913
21335,1156,18,reel,Sunday,20,3,9811.537969176276
13030,1829,161,reel,Sunday,20,17,4444.954253075728
2784,1646,163,reel,Sunday,20,13,886.2889829422674
4386,279,19,reel,Sunday,20,16,2486.019398184247
22676,552,73,reel,Sunday,20,13,12114.807571306033
15742,692,7,reel,Sunday,20,19,5334.57735550154
20320,1366,39,reel,Sunday,20,12,8087.697531843429
7593,677,3,reel,Sunday,20,8,4121.296771411453
22299,1654,159,reel,Sunday,20,3,10803.160160060423
20573,1739,139,reel,Sunday,20,14,10990.912269414093
4020,863,81,reel,Sunday,20,5,1237.5943551979626
8662,1887,2,reel,Sunday,20,10,4945.303447725997
8360,1162,65,reel,Sunday,20,17,2762.007680224617
20708,848,130,reel,Sunday,20,1,6270.777004251134
7606,897,144,reel,Sunday,20,5,4427.585364790957
24610,109,127,reel,Sunday,20,17,10946.957164519446
9976,337,93,reel,Sunday,20,19,6840.449164900294
8859,1599,159,reel,Sunday,20,15,5996.864967971234
6273,1273,184,reel,Sunday,20,12,3481.1669327983186
22764,1832,142,reel,Sunday,20,7,7787.828310454179
2376,1481,0,reel,Sunday,20,2,1540.735340368564
11244,1569,35,reel,Sunday,20,12,4130.811536552062
22218,1030,154,reel,Sunday,20,13,15165.900165792567
20060,758,86,reel,Sunday,20,2,7362.076634720766
19581,1968,193,reel,Sunday,20,3,6172.608535047293
11639,205,148,reel,Sunday,20,16,6519.206548122484
3405,806,103,reel,Sunday,20,6,1685.7223174954486
7920,453,95,reel,Sunday,20,12,3627.1882586108854
5323,192,46,video,Thursday,14,1,2587.8814045669296
19586,1899,61,video,Thursday,14,11,13091.56049089158
7823,535,109,video,Thursday,14,7,3792.308348021109
19483,1576,106,video,Thursday,14,12,6884.083542301114
23748,304,180,video,Thursday,14,1,10879.172505288001
22693,499,77,video,Thursday,14,4,15312.85073251724
23961,1857,78,video,Thursday,14,16,15637.67560542789
23968,313,24,video,Thursday,14,6,10701.306615150648
24831,1381,100,video,Thursday,14,13,16068.18942948796
11085,1736,157,video,Thursday,14,18,3741.8659781605475
5756,202,131,video,Thursday,14,1,2310.196965617616
2817,484,42,video,Thursday,14,5,1631.3041040727232
17202,742,80,video,Thursday,14,17,7558.802161890461
5284,263,88,video,Thursday,14,15,2867.316106876844
21577,1605,22,video,Thursday,14,20,13602.208361770201
4824,1457,161,video,Thursday,14,14,2936.0204248696145
16787,1066,135,video,Thursday,14,9,7471.08942838217
14526,1580,146,video,Thursday,14,20,5694.444728384351
8091,906,37,video,Thursday,14,17,5087.302898100299
21626,592,26,video,Thursday,14,9,13389.61206449558
14350,692,116,video,Thursday,14,4,5924.345359414712
3010,726,170,video,Thursday,14,11,1976.1397644228125
16446,1574,67,video,Thursday,14,9,10636.01791802192
9920,568,49,video,Thursday,14,3,3150.834892551299
11051,1458,136,video,Thursday,14,4,7336.029804249304
11336,633,170,video,Thursday,14,10,6493.996932528757
8350,1743,134,video,Thursday,14,20,4800.903683443954
16645,209,67,video,Thursday,14,9,8732.277778429867
23403,438,171,video,Thursday,14,16,7896.484770588548
12482,1271,170,video,Thursday,14,4,5557.3680941757575
13813,1409,20,video,Thursday,14,18,6319.6389482319455
20306,1075,57,video,Thursday,14,4,9413.378243590281
5992,1826,17,video,Thursday,14,6,2516.2666285770297
18973,576,147,video,Thursday,14,11,7784.913985898904
3371,1758,161,video,Thursday,14,1,2032.3658665135117
4984,673,142,video,Thursday,14,18,2237.804133193811
19900,302,181,video,Thursday,14,3,7119.4524463848775
17276,879,167,video,Thursday,14,3,11784.401268014497
16240,1268,170,video,Thursday,14,20,8329.891335991822
9945,140,19,video,Thursday,14,8,4038.082458740641
10637,408,24,video,Thursday,14,2,5823.383885292383
13716,1653,158,video,Thursday,14,20,8669.994169837866
11846,203,0,video,Thursday,14,14,7059.035461704466
17375,135,197,video,Thursday,14,9,8556.114198841446
10115,135,60,video,Thursday,14,14,4008.907544988904
11326,1347,147,video,Thursday,14,2,3632.788555709068
22933,327,137,video,Thursday,14,5,7996.014831975642
6831,268,199,video,Thursday,14,12,3568.6112343000977
23563,1479,178,video,Thursday,14,6,13119.838274082611
19448,974,50,video,Thursday,14,16,7626.568789237683
18231,957,70,video,Thursday,14,12,8798.395882692648
13267,1265,178,video,Thursday,14,9,9122.807368523669
17871,1307,32,video,Thursday,14,8,7693.694204624918
19479,239,133,video,Thursday,14,3,9419.846424900168
5648,1469,177,video,Thursday,14,8,2207.433925613645
20465,1286,147,video,Thursday,14,9,10589.944879094415
16010,1097,180,video,Thursday,14,17,5774.522152580851
18341,1990,20,video,Thursday,14,17,12401.02378735398
19717,1920,49,video,Thursday,14,11,11219.264981073171
22166,538,34,video,Thursday,14,18,14745.559343311825
19957,1641,77,video,Thursday,14,17,11324.611953686015
13942,717,181,video,Thursday,14,14,8416.746419632473
10757,503,44,video,Thursday,14,8,5109.74246350016
14987,901,132,video,Thursday,14,1,7477.19377466816
21261,558,132,video,Thursday,14,18,12102.336127666971
5717,576,165,video,Thursday,14,9,2543.433976652294
9856,892,108,video,Thursday,14,20,6015.937743158404
21574,1103,164,video,Thursday,14,2,9257.497254581316
20282,1926,109,video,Thursday,14,10,7299.619958713693
10439,679,38,video,Thursday,14,20,6942.03492227182
12272,142,14,video,Thursday,14,13,8235.162776963965
21727,558,46,video,Thursday,14,10,12381.22042469349
4084,1461,109,video,Thursday,14,18,2080.423409569057
10053,1060,153,video,Thursday,14,5,6363.870685201809
12926,840,145,video,Thursday,14,20,4091.3625933490953
2501,91,192,video,Thursday,14,2,1673.7948708953481
9953,907,100,video,Thursday,14,5,6695.448505014994
18324,860,129,video,Thursday,14,9,12153.912969958728
12356,1119,107,video,Thursday,14,16,6295.002473020198
18424,89,30,video,Thursday,14,16,7493.477038101242
21470,1109,5,video,Thursday,14,5,9386.02908038647
21869,1865,177,video,Thursday,14,5,14288.09426477469
8847,617,54,video,Thursday,14,2,4872.520229922493
13999,1491,187,video,Thursday,14,19,5587.032855273822
12835,462,191,video,Thursday,14,16,5632.727828254019
14469,154,12,video,Thursday,14,12,5420.434647928615
17241,472,19,video,Thursday,14,6,7243.551805586656
15589,701,87,video,Thursday,14,19,7201.063082443828
9328,1460,175,video,Thursday,14,3,4798.918183274875
22222,820,53,video,Thursday,14,5,7029.76675314953
19492,656,128,video,Thursday,14,5,10040.173894879104
11976,112,67,video,Thursday,14,19,5051.150515967193
14268,674,42,video,Thursday,14,6,9303.148989465446
8766,185,85,video,Thursday,14,14,5069.277752460096
12334,865,149,video,Thursday,14,8,4106.038690476339
16800,154,47,video,Thursday,14,2,7494.505795480625
24313,310,1,video,Thursday,14,6,10653.782702831117
3628,738,11,video,Thursday,14,19,2323.567994761116
10186,685,148,video,Thursday,14,1,6469.589169500173
17426,678,111,video,Thursday,14,18,11248.214260043662
4585,323,58,image,Monday,13,19,2652.3275699773735
19944,1916,190,image,Monday,13,19,10348.584751170993
10041,1017,74,image,Monday,13,17,5807.833656980443
2115,305,25,image,Monday,13,14,1479.7552466015782
6852,901,197,image,Monday,13,4,2814.8031771556625
4514,1784,74,image,Monday,13,17,2633.7270865072137
7530,819,140,image,Monday,13,12,4752.286932437577
17376,777,168,image,Monday,13,15,6082.349966247549
5006,1948,97,image,Monday,13,18,2304.9054882431315
10667,981,195,image,Monday,13,6,3858.697593166065
19538,364,53,image,Monday,13,3,11572.433503751097
20872,266,14,image,Monday,13,12,6926.491272945511
6156,1095,178,image,Monday,13,6,2581.3687423739707
20969,974,109,image,Monday,13,19,12193.33807614291
3723,1230,129,image,Monday,13,5,1825.707148432735
5474,1273,85,image,Monday,13,4,2153.700292794283
11571,1427,25,image,Monday,13,20,6374.6628558802995
22176,654,88,image,Monday,13,16,11748.139500707457
14862,738,13,image,Monday,13,11,6287.211917235662
22225,1269,170,image,Monday,13,17,9308.163134160273
2930,574,109,image,Monday,13,5,1895.2171158477322
19763,1897,46,image,Monday,13,8,12151.112196035128
3205,705,57,image,Monday,13,9,1301.745304760262
2463,484,4,image,Monday,13,19,1618.9920427270529
14881,1388,88,image,Monday,13,9,8233.325048247843
16492,1408,172,image,Monday,13,9,9917.743820999898
15108,640,152,image,Monday,13,19,5240.037465200366
9519,537,175,image,Monday,13,4,5422.509868233076
2499,530,145,image,Monday,13,14,1092.564852319737
2833,707,45,image,Monday,13,2,1048.7062316294412
14774,244,155,image,Monday,13,5,6632.979591349803
14453,1862,130,image,Monday,13,9,4863.3158553437315
18291,1234,106,image,Monday,13,6,5983.845608574098
4912,1021,64,image,Monday,13,12,2438.237609431728
2560,1489,177,image,Monday,13,15,1693.21161014463
8933,388,56,image,Monday,13,3,5077.109178929524
7492,834,101,image,Monday,13,10,5190.8477369165985
24798,767,166,image,Monday,13,3,10221.488258709083
24473,633,33,image,Monday,13,12,14829.18197014549
13261,1171,184,image,Monday,13,17,6583.9492624624545
6701,973,195,image,Monday,13,16,2470.4913462219715
6923,1774,181,image,Monday,13,8,3672.6439423192724
7345,1956,80,image,Monday,13,4,2834.7272501160805
10844,1543,54,image,Monday,13,18,6579.038294734147
21905,521,186,image,Monday,13,5,11069.209365325743
5232,773,1,image,Monday,13,10,2865.054918548974
2641,1744,170,image,Monday,13,2,1241.2900909820285
2892,245,88,image,Monday,13,14,1070.8281271106034
7682,1684,88,image,Monday,13,5,4205.103059990763
17613,176,129,image,Monday,13,17,11777.686214606307
22335,926,3,image,Monday,13,1,7303.166606163026
14168,296,50,image,Monday,13,19,5315.213088795363
4104,1205,107,image,Monday,13,13,2045.5624459231803
5580,1536,7,image,Monday,13,9,2114.2231361685504
16037,1392,156,image,Monday,13,7,10257.666273119554
6098,1230,137,image,Monday,13,11,3238.8906948705353
3461,869,54,image,Monday,13,6,1508.75970258811
7022,1913,45,image,Monday,13,12,3378.8589499949567
18763,907,138,image,Monday,13,19,10051.231497976998
12889,1377,199,image,Monday,13,13,4361.542100741678
8646,1590,133,image,Monday,13,18,2658.819895190851
4272,1688,45,image,Monday,13,18,1805.975279855897
7931,80,113,image,Monday,13,18,3144.4120229596438
12041,1894,15,image,Monday,13,17,6487.3860520750995
24574,1673,74,image,Monday,13,9,9114.51373189174
4734,1390,31,image,Monday,13,10,2656.0478232710375
13530,1764,152,image,Monday,13,2,5865.391480150756
8594,439,32,image,Monday,13,4,3832.745635467953
19100,1538,78,image,Monday,13,8,6437.0752338940765
6394,760,90,image,Monday,13,15,2259.3758374524105
4534,1952,173,image,Monday,13,4,2752.3403134520167
12297,1315,130,image,Monday,13,9,8152.418030049549
15292,1642,25,image,Monday,13,19,8948.684451888055
4758,669,78,image,Monday,13,9,2093.67641968907
11953,1171,161,image,Monday,13,20,6040.287154670972
20999,66,174,image,Monday,13,20,11459.796074342254
18438,1452,199,image,Monday,13,13,7374.061916719464
2508,1937,196,image,Monday,13,14,1071.9523439225827
7316,1231,33,image,Monday,13,4,2878.520932368268
20353,1671,148,image,Monday,13,10,7878.259373586444
4617,715,193,image,Monday,13,17,3186.459237152219
23321,1240,14,image,Monday,13,11,10174.182067257687
17392,203,168,image,Monday,13,9,8117.829768332222
13494,1321,127,image,Monday,13,8,7714.313331345038
13730,381,159,image,Monday,13,9,7584.055122903276
4813,487,138,image,Monday,13,2,2791.5425565924693
20438,705,49,image,Monday,13,17,6409.255573569672
7538,467,86,image,Monday,13,16,4502.021312788795
12932,1410,2,image,Monday,13,2,8501.697152878938
23093,1355,111,image,Monday,13,14,9523.290519164011
16684,740,43,image,Monday,13,1,6452.7598371262475
11892,1040,60,image,Monday,13,7,4051.0289175943367
11411,602,174,image,Monday,13,18,4600.703336636834
14142,1211,151,image,Monday,13,14,7702.290315202742
22823,1307,160,image,Monday,13,17,12899.733280626755
13357,698,58,image,Monday,13,9,5147.752746857246
3764,769,188,image,Monday,13,12,1588.663161987918
23312,566,183,image,Monday,13,19,7020.313811878365
14561,376,168,image,Monday,13,12,5249.193080898732
22790,306,21,image,Monday,13,4,15632.221246967287
15350,889,191,reel,Saturday,22,14,10692.587224131672
3746,759,86,reel,Saturday,22,9,2150.268281472957
22995,1611,142,reel,Saturday,22,11,11719.720917368151
18432,1411,137,reel,Saturday,22,6,11250.039876889678
4196,433,106,reel,Saturday,22,4,2713.052752642042
24575,287,120,reel,Saturday,22,16,9430.320836922832
20271,522,178,reel,Saturday,22,16,9218.596685919616
13041,1443,49,reel,Saturday,22,3,7731.389098750163
2531,607,32,reel,Saturday,22,15,1691.4729674136286
23153,559,75,reel,Saturday,22,15,11972.98648392845
21255,1688,84,reel,Saturday,22,15,9508.88491612209
18316,496,30,reel,Saturday,22,16,10325.841901918668
6249,344,44,reel,Saturday,22,9,2437.167768382627
12864,201,173,reel,Saturday,22,10,8074.878575606369
15262,1613,133,reel,Saturday,22,7,5102.057563383791
6469,442,149,reel,Saturday,22,6,2253.991409740505
12332,1348,160,reel,Saturday,22,16,6325.070903510255
20427,95,77,reel,Saturday,22,16,10554.896717464115
17964,1051,79,reel,Saturday,22,19,11605.902354643926
2347,1819,115,reel,Saturday,22,20,1405.5455886301838
24303,805,53,reel,Saturday,22,4,12421.838165924646
12286,1874,157,reel,Saturday,22,3,8445.38529894057
10071,637,166,reel,Saturday,22,18,5805.624424891714
5290,1220,130,reel,Saturday,22,3,1943.600046607515
19093,838,24,reel,Saturday,22,12,5828.857575362006
6161,1042,194,reel,Saturday,22,13,2528.5093122671587
7032,1311,173,reel,Saturday,22,15,4902.272539369993
17547,1693,113,reel,Saturday,22,1,8466.365338375703
7193,249,108,reel,Saturday,22,3,3614.859495480263
21143,1421,114,reel,Saturday,22,7,13539.223364620128
7269,831,123,reel,Saturday,22,11,2299.3607838855264
5583,627,149,reel,Saturday,22,7,3767.1332770990784
11482,790,48,reel,Saturday,22,12,6305.621127474122
16534,1279,192,reel,Saturday,22,17,5967.659273559476
5236,892,6,reel,Saturday,22,10,2072.633245745918
2547,1671,77,reel,Saturday,22,8,903.8352364078855
22006,1536,28,reel,Saturday,22,10,7617.073294785592
12270,1530,109,reel,Saturday,22,4,7856.421303714475
14150,1215,64,reel,Saturday,22,14,4474.04155587725
2875,1711,28,reel,Saturday,22,13,1336.26006875903
17062,956,141,reel,Saturday,22,12,9504.104471965595
20577,411,79,reel,Saturday,22,9,7986.1979577784405
21718,254,171,reel,Saturday,22,13,10746.837108845813
18721,997,63,reel,Saturday,22,6,10176.556666087949
24410,848,90,reel,Saturday,22,17,8922.485226916011
17013,648,177,reel,Saturday,22,10,7751.187798866527
18737,882,77,reel,Saturday,22,4,12357.93836957451
8088,785,97,reel,Saturday,22,12,4665.814645030226
11277,861,59,reel,Saturday,22,18,4850.139392884329
13465,955,192,reel,Saturday,22,14,8043.080163836035
24510,1718,173,reel,Saturday,22,6,14727.301051062013
14571,862,174,reel,Saturday,22,16,5687.030836344315
24263,1356,179,reel,Saturday,22,8,12152.365967641894
23512,477,77,reel,Saturday,22,12,15112.187014817555
21844,1273,47,reel,Saturday,22,11,10102.024850590096
3695,601,25,reel,Saturday,22,17,1890.591300022413
13047,1116,191,reel,Saturday,22,1,4683.218574208306
15734,783,14,reel,Saturday,22,14,7171.496769077683
8442,1521,158,reel,Saturday,22,12,3868.4330086641753
14005,562,152,reel,Saturday,22,3,7478.1109415554965
18471,399,105,reel,Saturday,22,8,10260.25518108873
23980,1933,97,reel,Saturday,22,9,15923.349344781047
13723,1933,56,reel,Saturday,22,1,9204.083274661156
21572,1540,81,reel,Saturday,22,7,11283.473574025898
15078,1810,38,reel,Saturday,22,11,8870.989578275618
12720,223,115,reel,Saturday,22,13,4373.841671613502
21644,1281,148,reel,Saturday,22,3,14565.08167611126
6619,914,143,reel,Saturday,22,4,3681.555810310218
3359,843,84,reel,Saturday,22,13,1037.5285936567968
11236,1643,189,reel,Saturday,22,5,6657.474910680462
8448,816,147,reel,Saturday,22,13,3302.7387334199593
7235,1940,99,reel,Saturday,22,10,2519.51602426821
12249,1331,153,reel,Saturday,22,2,7594.730110780018
22285,1390,169,reel,Saturday,22,11,14597.118494263117
10141,1414,17,reel,Saturday,22,19,4177.776075749438
19524,446,39,reel,Saturday,22,14,8084.3688264413895
13909,1383,73,reel,Saturday,22,10,5108.8819851260505
4822,1798,138,reel,Saturday,22,3,2530.4352320344315
21044,210,26,reel,Saturday,22,4,13504.92316291033
12443,1082,188,reel,Saturday,22,1,7283.493178681233
14190,1067,118,reel,Saturday,22,16,9495.283649908795
23301,1406,124,reel,Saturday,22,14,12336.515891204572
15349,1571,127,reel,Saturday,22,13,8640.950177594812
9640,596,143,reel,Saturday,22,11,5843.9421234832735
9282,960,154,reel,Saturday,22,10,3569.665321991116
7544,1526,123,reel,Saturday,22,9,2358.391822673377
3216,1304,136,reel,Saturday,22,3,1751.904560814574
5711,974,108,reel,Saturday,22,17,3867.172426906019
24896,92,193,reel,Saturday,22,14,14315.804106691066
5048,623,123,reel,Saturday,22,3,3404.941910854519
5811,1288,113,reel,Saturday,22,12,3446.237882469578
2822,1839,171,reel,Saturday,22,2,1057.8387473554396
6698,988,56,reel,Saturday,22,12,3192.1399827135033
19648,1136,139,reel,Saturday,22,7,12847.856976720568
5415,1876,144,reel,Saturday,22,18,2207.794649067631
12671,1939,95,reel,Saturday,22,8,6994.765156694932
11666,1086,37,reel,Saturday,22,17,6215.76878995334
13191,144,183,reel,Saturday,22,11,7154.517620662343
10212,1722,53,reel,Saturday,22,2,3591.1080496021223
11173,98,156,reel,Saturday,22,12,5659.35311911073
